sector,index,name,netIncome,totalRevenue,marketCap_netIncome,growth_revenue,currentPrice,growth_income,sharesOutstanding,marketCap,ticker,netIncome_sharesOutstanding,marketCap_totalRevenue
Healthcare,114,Advaxis Inc. Warrants,0,0,0,0,0.0455,0,0,0.0,ADXSW,0,0
Financial Services,116,AEGON N.V. Perp. Cap. Secs. Floating Rate (Netherlands),2467147028.0,49778117308.0,0.0,0.24564025672501133,24.5492,5.445125454970333,0,0.0,AEB,0,0.0
Financial Services,117,AEGON N.V. Perp. Cap. Securities (Netherlands),2467147028.0,49778117308.0,0.0,0.24564025672501133,25.92,5.445125454970333,0,0.0,AED,0,0.0
Financial Services,119,Aberdeen Emerging Markets Equity Income Fund Inc.,0,0,0,1.2697388778692542,6.69,1.438260631564417,60499028,404738497.32000005,AEF,0,0
Financial Services,122,AEGON N.V. Perp. Cap Secs.,2467147028.0,49778117308.0,0.0,0.24564025672501133,25.7,5.445125454970333,0,0.0,AEH,0,0.0
Financial Services,138,AllianceBernstein National Municipal Income Fund Inc,0,0,0,0,12.3,0,28744936,353562712.8,AFB,0,0
,141,,0,0,0,0,25.86,0,0,0.0,AFGE,0,0
,142,,0,0,0,0,25.67,0,0,0.0,AFGH,0,0
,144,Atlas Financial Holdings Inc. 6.625% Senior Unsecured Notes Due 2022,0,0,0,0,25.7124,0,0,0.0,AFHBL,0,0
,148,VanEck Vectors-Africa Index,0,0,0,0,21.34,0,2900000,61886000.0,AFK,0,0
Financial Services,152,AmTrust Financial Services Inc. Preferred Series A,168208000.0,6527250000.0,0.0,0.06388383765776028,17.33,-1.8489072620478557,0,0.0,AFSI-A,0,0.0
Financial Services,153,AmTrust Financial Services Inc. Depository Shares Series B,168208000.0,6527250000.0,0.0,0.06388383765776028,18.26,-1.8489072620478557,0,0.0,AFSI-B,0,0.0
Financial Services,154,AmTrust Financial Services Inc. Depository Shares Series C,168208000.0,6527250000.0,0.0,0.06388383765776028,18.91,-1.8489072620478557,0,0.0,AFSI-C,0,0.0
Financial Services,155,AmTrust Financial Services Inc. Depositary Shares Series D,168208000.0,6527250000.0,0.0,0.06388383765776028,19.26,-1.8489072620478557,0,0.0,AFSI-D,0,0.0
Financial Services,156,AmTrust Financial Services Inc. Depositary Shares Series E,168208000.0,6527250000.0,0.0,0.06388383765776028,19.87,-1.8489072620478557,0,0.0,AFSI-E,0,0.0
Financial Services,157,AmTrust Financial Services Inc. Depositary Shares Series F,168208000.0,6527250000.0,0.0,0.06388383765776028,17.29,-1.8489072620478557,0,0.0,AFSI-F,0,0.0
,158,,0,0,0,0,23.87,0,0,0.0,AFSS,0,0
,159,,0,0,0,0,25.03,0,0,0.0,AFST,0,0
Financial Services,160,Apollo Senior Floating Rate Fund Inc.,0,0,0,0,16.02,0,15573061,249480437.22,AFT,0,0
,161,CSOP FTSE China A50,0,0,0,0,14.629,0,555882,8131997.778,AFTY,0,0
Financial Services,164,Aberdeen Global Dynamic Dividend Fund,0,0,0,0,10.4,0,12549581,130515642.4,AGD,0,0
,166,DB Agriculture Long ETN due April 1 2038,0,0,0,0,9.05,0,95000,859750.0000000001,AGF,0,0
,168,AgroFresh Solutions Inc. Warrants,0,0,0,0,0.21,0,0,0.0,AGFSW,0,0
,169,iShares Core U.S. Aggregate Bond,0,0,0,0,105.44,0,529300000,55809392000.0,AGG,0,0
,170,IQ Enhanced Core Bond U.S.,0,0,0,0,18.49,0,3400001,62866018.489999995,AGGE,0,0
,171,IQ Enhanced Core Plus Bond U.S.,0,0,0,0,19.0901,0,14200001,271079439.0901,AGGP,0,0
,172,WisdomTree Yield Enhanced U.S. Aggregate Bond Fund,0,0,0,0,48.3401,0,8600000,415724860.0,AGGY,0,0
Financial Services,177,Federal Agricultural Mortgage Corporation 5.875% Non-CUmulative Preferred Stock Series A,97243000.0,181598000.0,0.0,0.08969031118189397,25.61,0.09243023767036491,0,0.0,AGM-A,0,0.0
Financial Services,178,Federal Agricultural Mortgage Corporation Non Cumulative Preferred Stock Series B,97243000.0,181598000.0,0.0,0.08969031118189397,26.0645,0.09243023767036491,0,0.0,AGM-B,0,0.0
Financial Services,179,Federal Agricultural Mortgage Corporation Preferred Series C Fixed to Fltg,97243000.0,181598000.0,0.0,0.08969031118189397,26.03,0.09243023767036491,0,0.0,AGM-C,0,0.0
Technology,181,AGM Group Holdings Inc.,0,0,0,0.6277192718324374,20.5,0.6594235767279337,21316055,436979127.5,AGMH,0,0
Real Estate,185,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferre,1388000000.0,1461000000.0,0.0,0.15521978021978022,26.65,0.2375601926163724,0,0.0,AGNCN,0,0.0
,186,WisdomTree Barclays U.S. Aggregate Bond Negative D,0,0,0,0,43.98,0,700000,30785999.999999996,AGND,0,0
,188,Assured Guaranty Ltd.,0,0,0,0,25.7872,0,0,0.0,AGO-B,0,0
Financial Services,189,Assured Guaranty Ltd.,532000000.0,1418000000.0,0.0,0.1854724964739069,25.27,-0.1713961407491487,0,0.0,AGO-E,0,0.0
,190,Assured Guaranty Ltd.,0,0,0,0,24.9697,0,0,0.0,AGO-F,0,0
,191,ProShares Ultra Silver,0,0,0,0,22.63,0,7946526,179829883.38,AGQ,0,0
Healthcare,194,Agile Therapeutics Inc.,-25519000.0,0,-0.49331783689799763,0,0.3662,-0.015204759750878536,34377329,12588977.879800001,AGRX,-0.7423206148447425,0
,196,iShares MSCI Argentina and Global Exposure,0,0,0,0,21.9706,0,1000000,21970600.0,AGT,0,0
,200,iShares Agency Bond,0,0,0,0,110.48,0,3650000,403252000.0,AGZ,0,0
,201,WisdomTree Barclays U.S. Aggregate Bond Zero Durat,0,0,0,0,48.21,0,1100000,53031000.0,AGZD,0,0
Financial Services,205,Aspen Insurance Holdings Limited 5.95% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Shares,-424000000.0,2403400000.0,-0.0,-0.06538759963320871,25.5,-2.3167732415150026,0,0.0,AHL-C,0,0.0
Industrials,207,Avista Healthcare Public Acquisition Corp.,-2393775.0,0,-50.73590568871343,0,10.12,9.033220251272173,12001022,121450342.63999999,AHPA,-0.19946426229366132,0
Industrials,208,Avista Healthcare Public Acquisition Corp. Unit,-2393775.0,0,-0.0,0,10.25,9.033220251272173,0,0.0,AHPAU,0,0
,209,Avista Healthcare Public Acquisition Corp. Warrants,0,0,0,0,0.19,0,0,0.0,AHPAW,0,0
Real Estate,213,Ashford Hospitality Trust Inc 7.375% Series F Cumulative Preferred Stock,-96356000.0,1426262000.0,-0.0,-0.03536962406579435,24.28,0.44772604515501785,0,0.0,AHT-F,0,0.0
Real Estate,214,Ashford Hospitality Trust Inc 7.375% Series G Cumulative Preferred Stock,-96356000.0,1426262000.0,-0.0,-0.03536962406579435,23.96,0.44772604515501785,0,0.0,AHT-G,0,0.0
Real Estate,215,Ashford Hospitality Trust Inc 7.50% Series H Cumulative Preferred Stock,-96356000.0,1426262000.0,-0.0,-0.03536962406579435,24.52,0.44772604515501785,0,0.0,AHT-H,0,0.0
Real Estate,216,Ashford Hospitality Trust Inc 7.50% Series I Cumulative Preferred Stock,-96356000.0,1426262000.0,-0.0,-0.03536962406579435,24.4,0.44772604515501785,0,0.0,AHT-I,0,0.0
Financial Services,218,Arlington Asset Investment Corp 7.00% Series B Cumulative Perpetual Redeemable Preferred Stock,-29882000.0,26641000.0,-0.0,10.125367863449087,24.34,-1.4216750913004572,0,0.0,AI-B,0,0.0
,219,iShares Asia 50 ETF,0,0,0,0,61.19,0,16550000,1012694500.0,AIA,0,0
,220,,0,0,0,0,24.13,0,0,0.0,AIC,0,0
,221,AI Powered Equity,0,0,0,0,29.25,0,6650000,194512500.0,AIEQ,0,0
Financial Services,222,Apollo Tactical Income Fund Inc.,0,0,0,0,15.6,0,14464026,225638805.6,AIF,0,0
Financial Services,224,American International Group Inc. Warrant expiring January 19 2021,-6524000000.0,47811000000.0,-0.0,-0.05323070458582425,14.36,6.166077738515901,0,0.0,AIG+,0,0.0
,226,AI Powered International Equity,0,0,0,0,24.42,0,150000,3663000.0000000005,AIIQ,0,0
Healthcare,228,Aimmune Therapeutics Inc.,-175010000.0,0,-9.252273090680534,0,27.69,0.6248267841235277,58477440,1619240313.6000001,AIMT,-2.992778069628219,0
,233,Global X Future Analytics Tech ETF,0,0,0,0,15.7402,0,3050002,48007641.480399996,AIQ,0,0
,237,First Trust RBA American Industrial Renaissance ET,0,0,0,0,28.24,0,6800002,192032056.48,AIRR,0,0
Real Estate,241,Apartment Investment and Management Company Preferred Series Class A,380600000.0,1007771000.0,0.0,0.009622896529009273,26.11,-0.2607363435081538,0,0.0,AIV-A,0,0.0
Financial Services,242,Arlington Asset Investment Corp 6.625% Notes due 2023,-29882000.0,26641000.0,-0.0,10.125367863449087,24.6,-1.4216750913004572,0,0.0,AIW,0,0.0
Financial Services,243,Apollo Investment Corporation 6.875% Senior Notes due 2043,71497000.0,249474000.0,0.0,-0.08064205550771869,25.37,3.7375612411540557,0,0.0,AIY,0,0.0
Financial Services,245,Assurant Inc. 6.50% Series D Mandatory Convertible Preferred Stock $1.00 par value,428600000.0,6656300000.0,0.0,-0.11207426211248128,110.41,-0.08092332183603078,0,0.0,AIZP,0,0.0
,249,Great Ajax Corp. 7.25% Convertible Senior Notes due 2024,0,0,0,0,25.62,0,0,0.0,AJXA,0,0
Financial Services,258,Alliance California Municipal Income Fund Inc,0,0,0,0,13.54,0,8554668,115830204.72,AKP,0,0
Healthcare,263,Akari Therapeutics Plc,-24153321.0,0,-1.2713626859759783,0.0,2.0127,0.9513402157555068,15256934,30707631.061800003,AKTX,-1.583104508415649,0
,268,WisdomTree Asia Local Debt Fund,0,0,0,0,42.69,0,400000,17076000.0,ALD,0,0
Healthcare,270,Aldeyra Therapeutics Inc.,-29388207.0,0,-5.602693692745529,0,7.85,0.1947190425386843,20974920,164653122.0,ALDX,-1.4011117563261266,0
,273,AlphaClone Alternative Alpha,0,0,0,0,50.8,0,500000,25400000.0,ALFA,0,0
Industrials,276,Allegro Merger Corp.,-55.0,0,-0.0,0,9.56,0,0,0.0,ALGR,0,0
,277,Allegro Merger Corp. Right,0,0,0,0,0.4,0,0,0.0,ALGRR,0,0
Industrials,278,Allegro Merger Corp. Unit,-55.0,0,-0.0,0,10.24,0,0,0.0,ALGRU,0,0
,279,Allegro Merger Corp. Warrant,0,0,0,0,0.34,0,0,0.0,ALGRW,0,0
Financial Services,286,Allstate Corporation (The) Dep Shs Repstg 1/1000th Perp Pfd Ser A,3566000000.0,39372000000.0,0.0,0.05446980894509224,25.2152,0.6989877464038359,0,0.0,ALL-A,0,0.0
Financial Services,287,Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053,3566000000.0,39372000000.0,0.0,0.05446980894509224,25.78,0.6989877464038359,0,0.0,ALL-B,0,0.0
Financial Services,288,Allstate Corporation (The) Dep Shs Repstg 1/1000th Int Shs Pfd Stk Ser C,3566000000.0,39372000000.0,0.0,0.05446980894509224,25.37,0.6989877464038359,0,0.0,ALL-C*,0,0.0
Financial Services,289,The Allstate Corporation Leopards Each Representing A 1/1000th Interest In A Share Of Fixed Rate Noncumulative Perpetual Preferred Stock Series D,3566000000.0,39372000000.0,0.0,0.05446980894509224,25.85,0.6989877464038359,0,0.0,ALL-D,0,0.0
Financial Services,290,Allstate Corporation Depositary Shares Series E,3566000000.0,39372000000.0,0.0,0.05446980894509224,25.83,0.6989877464038359,0,0.0,ALL-E,0,0.0
Financial Services,291,Allstate Corporation (The) Leopards Dep Shares Representing 1/1000th Perp Pfd,3566000000.0,39372000000.0,0.0,0.05446980894509224,26.11,0.6989877464038359,0,0.0,ALL-F,0,0.0
Financial Services,292,Allstate Corporation (The) Depositary Shares Series G,3566000000.0,39372000000.0,0.0,0.05446980894509224,25.329,0.6989877464038359,0,0.0,ALL-G,0,0.0
Healthcare,294,Allakos Inc.,-13541000.0,0,-139.64082040469685,0,44.9,0.3773099415204678,42113059,1890876349.1,ALLK,-0.32153921661212026,0
Financial Services,297,GMAC Capital Trust I Fixed Rate Floating Rate Trust Preferred Securities Series 2,0,0,0,0,26.08,0,0,0.0,ALLY-A,0,0
Healthcare,299,Allena Pharmaceuticals Inc.,-27874000.0,0,-7.757680280548181,0,10.42,-0.11657893663035052,20752167,216237580.14,ALNA,-1.3431850273756953,0
Utilities,303,Alabama Power Company 5.00% Class A Preferred Stock Cumulative Par Value $1 Per Share (Stated Capital $25 Per Share),848000000.0,5934000000.0,0.0,0.020977808599167824,25.43,0.0345252774352651,0,0.0,ALP-Q,0,0.0
Healthcare,307,Aileron Therapeutics Inc.,-30203000.0,0,-1.6248567579379534,0,3.33,0.2472548695028417,14737402,49075548.660000004,ALRN,-2.0494114227188756,0
,312,ProShares Morningstar Alternatives Solution,0,0,0,0,38.159,0,200001,7631838.159,ALTS,0,0
,313,Global X SuperDividend Alternatives ETF,0,0,0,0,15.1505,0,0,0.0,ALTY,0,0
Financial Services,319,Amalgamated Bank,0,0,0,0,18.66,0,0,0.0,AMAL,0,0
Financial Services,323,Ambac Financial Group Inc. Warrants,99633000.0,643744000.0,0.0,0.22944560585991733,10.6,-5.392060713760806,0,0.0,AMBCW,0,0.0
,327,iShares Russell 1000 Pure U.S. Revenue ETF,0,0,0,0,28.93,0,350000,10125500.0,AMCA,0,0
Real Estate,339,American Homes 4 Rent 6.5% Series D Cumulative Perpetual Preferred Shares of Beneficial Interest,103265000.0,1012124000.0,0.0,0.09274208688469192,25.14,11.098431665421957,0,0.0,AMH-D,0,0.0
Real Estate,340,American Homes 4 Rent 6.35% Series E Cumulative Redeemable Perpetual Preferred Shares of Beneficial Interest,103265000.0,1012124000.0,0.0,0.09274208688469192,24.859,11.098431665421957,0,0.0,AMH-E,0,0.0
Real Estate,341,American Homes 4 Rent 5.875% Series F Cumulative Redeemable Perpetual Preferred Shares,103265000.0,1012124000.0,0.0,0.09274208688469192,23.71,11.098431665421957,0,0.0,AMH-F,0,0.0
Real Estate,342,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,103265000.0,1012124000.0,0.0,0.09274208688469192,23.65,11.098431665421957,0,0.0,AMH-G,0,0.0
,344,JPMorgan Chase Capital XVI JP Morgan Alerian MLP ETN,0,0,0,0,27.91,0,119000000,3321290000.0,AMJ,0,0
,345,Credit Suisse X-Links Monthly Pay 2xLeveraged Alerian MLP Index Exchange Traded Notes due May 16 2036,0,0,0,0,18.8015,0,0,0.0,AMJL,0,0
,347,Alerian MLP,0,0,0,0,10.86,0,917612100,9965267406.0,AMLP,0,0
Healthcare,354,Ampio Pharmaceuticals Inc.,-20719508.0,0,-2.6738853219873753,0,0.52,1.7078349826121138,106541516,55401588.32,AMPE,-0.1944735608980822,0
,360,Ameri Holdings Inc. Warrant,0,0,0,0,0.2011,0,0,0.0,AMRHW,0,0
,364,Alta Mesa Resources Inc. Warrant,0,0,0,0,0.57,0,0,0.0,AMRWW,0,0
,373,ETRACS Alerian MLP Index ETN,0,0,0,0,17.54,0,17010000,298355400.0,AMU,0,0
,374,ETRACS Alerian MLP Index ETN Series B due July 18 2042,0,0,0,0,18.2963,0,400000,7318519.999999999,AMUB,0,0
,377,InfraCap MLP,0,0,0,0,7.75,0,83450004,646737531.0,AMZA,0,0
,391,VanEck Vectors Fallen Angel High Yield Bond,0,0,0,0,29.02,0,38100000,1105662000.0,ANGL,0,0
Real Estate,396,Anworth Mortgage Asset Corporation 7.625% Series C Cumulative Redeemable Preferred Stock,40954000.0,55155000.0,0.0,0.8315734448510194,25.335,1.4172853776730538,0,0.0,ANH-C,0,0.0
,403,iShares Core Aggressive Allocation,0,0,0,0,54.51,0,16650000,907591500.0,AOA,0,0
Financial Services,405,Aberdeen Total Dynamic Dividend Fund,0,0,0,0,8.83,0,107593338,950049174.54,AOD,0,0
,406,iShares Core Conservative Allocation,0,0,0,0,34.06,0,13800000,470028000.00000006,AOK,0,0
,407,iShares Core Moderate Allocation,0,0,0,0,37.82,0,24300000,919026000.0,AOM,0,0
,409,iShares Core Growth Allocation,0,0,0,0,44.98,0,24800000,1115504000.0,AOR,0,0
Financial Services,415,Asia Pacific Fund Inc. (The),0,0,0,0,13.1,0,10344072,135507343.2,APB,0,0
,419,,0,0,0,0,0.13,0,0,0.0,APDNW,0,0
Financial Services,422,Morgan Stanley Asia-Pacific Fund Inc.,0,0,0,0,16.47,0,13130016,216251363.51999998,APF,0,0
Healthcare,426,Apellis Pharmaceuticals Inc.,-84899773.0,0,-12.056162026251824,0,18.22,0.8804341602801911,56178124,1023565419.28,APLS,-1.5112603795740847,0
Financial Services,428,Apollo Global Management LLC 6.375% Series A Preferred Shares,397576000.0,2223969000.0,0.0,0.32470269754525005,25.289,0.5616333622936577,0,0.0,APO-A,0,0.0
Financial Services,429,Apollo Global Management LLC 6.375% Series B Preferred Shares,397576000.0,2223969000.0,0.0,0.32470269754525005,24.86,0.5616333622936577,0,0.0,APO-B,0,0.0
Healthcare,431,Cellect Biotechnology Ltd.,-5838963.2469999995,0,-5.641202375597005,0,5.06,1.0468380544715306,6509639,32938773.339999996,APOP,-0.8969718976735883,0
,432,Cellect Biotechnology Ltd. Warrants to Purchase ADR (1 WT and $7.50 to purchase 1 ADS),0,0,0,0,2.05,0,0,0.0,APOPW,0,0
Healthcare,436,Apricus Biosciences Inc.,-10826000.0,0,-0.6064982324866064,0,0.2801,-1.0431857930848918,23441449,6565949.8649,APRI,-0.46183151903280384,0
Healthcare,440,Aptose Biosciences Inc.,-22619810.718000002,0,-3.9096811185791984,0,2.57,-0.1585574649702216,34410991,88436246.86999999,APTO,-0.6573426123647529,0
,463,Arrow Reserve Capital Management,0,0,0,0,100.0952,0,760000,76072352.0,ARCM,0,0
Healthcare,465,Arcturus Therapeutics Ltd.,-10902000.0,0,-8.683529796872133,-0.36228044352860367,9.1693,-0.556883306913791,10324435,94667841.84549999,ARCT,-1.0559415599981985,0
Financial Services,468,Ares Dynamic Credit Allocation Fund Inc.,0,0,0,0,15.89,0,22962441,364873187.49,ARDC,0,0
Healthcare,470,Aridis Pharmaceuticals Inc.,0,0,0,0,12.57,0,0,0.0,ARDS,0,0
Real Estate,473,Alexandria Real Estate Equities Inc. 7.00% Series D Cumulative Convertible Preferred Stock,283521000.0,1226547000.0,0.0,0.25053622663583947,34.9599,-3.565863947436306,0,0.0,ARE-D,0,0.0
Financial Services,475,Ares Management L.P. 7.00% Series A Preferred Shares Representing Limited Partner Interests,172273000.0,1056075000.0,0.0,0.18036449147560257,26.481,-0.32143875151428775,0,0.0,ARES-A,0,0.0
,477,Argo Group International Holdings Ltd. 6.5% Senior Notes Due 2042,0,0,0,0,25.16,0,0,0.0,ARGD,0,0
,479,Global X MSCI Argentina,0,0,0,0,25.9,0,824975,21366852.5,ARGT,0,0
Real Estate,482,Apollo Commercial Real Estate Finance 8.00% Series C Cumulative Redeemable Perpetual Preferred Stock,214452000.0,241816000.0,0.0,0.4154646877809718,25.71,0.22267475740454534,0,0.0,ARI-C,0,0.0
,484,ARK Genomic Revolution Multi-Sector,0,0,0,0,34.04,0,704922,23995544.88,ARKG,0,0
,485,ARK Innovation,0,0,0,0,48.14,0,0,0.0,ARKK,0,0
,486,ARK Industrial Innovation,0,0,0,0,36.1483,0,0,0.0,ARKQ,0,0
,488,ARK Web x.0,0,0,0,0,57.05,0,600000,34230000.0,ARKW,0,0
,495,,0,0,0,0,85.1,0,0,0.0,ARNC-,0,0
Financial Services,511,ASA Gold and Precious Metals Limited,0,0,0,-0.9443019052747463,8.69,-0.9790542703654128,19289905,167629274.45,ASA,0,0
Financial Services,513,Associated Banc-Corp Warrants,273659000.0,1167021000.0,0.0,0.012964129807311377,7.15,0.1447516901844473,0,0.0,ASB+,0,0.0
Financial Services,514,Associated Banc-Corp Depositary shares Series C,273659000.0,1167021000.0,0.0,0.012964129807311377,25.636,0.1447516901844473,0,0.0,ASB-C,0,0.0
,518,Global X FTSE Southeast Asia,0,0,0,0,15.92,0,1400000,22288000.0,ASEA,0,0
,519,FlexShares Real Assets Allocation Index Fund,0,0,0,0,28.4285,0,525001,14924990.9285,ASET,0,0
Financial Services,521,Liberty All-Star Growth Fund Inc.,0,0,0,0,6.33,0,27441940,173707480.2,ASG,0,0
,524,Xtrackers Harvest CSI 300 China A-Shares,0,0,0,0,24.33,0,30700001,746931024.3299999,ASHR,0,0
,525,Xtrackers Harvest CSI 500 China A-Shares Small Cap,0,0,0,0,24.861,0,850001,21131874.861,ASHS,0,0
,526,Xtrackers MSCI China A Inclusion Equity,0,0,0,0,17.2,0,650001,11180017.2,ASHX,0,0
Healthcare,528,ASLAN Pharmaceuticals Limited,-42225572.745,0,-5.893122338511456,0,7.77,3.469971948532599,32025800,248840466.0,ASLN,-1.3184861188479289,0
Healthcare,534,Arsanis Inc.,-45550000.0,0,-0.5217031964873765,0,1.66,0.4745157780195865,14315410,23763580.599999998,ASNS,-3.1818858139585244,0
Financial Services,541,AmeriServ Financial Inc. AmeriServ Financial Trust I,0,0,0,0,28.4449,0,0,0.0,ASRVP,0,0
,561,Attis Industries Inc. Warrants,0,0,0,0,0.084,0,0,0.0,ATISW,0,0
,565,Barclays ETN Plus Select MLP,0,0,0,0,21.22,0,21778181,462133000.82,ATMP,0,0
Healthcare,567,Actinium Pharmaceuticals Inc. (Delaware),-22662995.0,0,-3.533778453598035,0,0.725,0.0937232492236159,110463453,80086003.425,ATNM,-0.20516283335810623,0
Healthcare,571,Atossa Genetics Inc.,-10194497.0,0,-0.7930749305237914,0,1.47,0.27535369220829076,5500000,8085000.0,ATOS,-1.853544909090909,0
